time(sec)  velocity(km/h)  position(m)   Power(kW)
 2449        89.04684    104869.22126     12367.61680
 2450        90.83015    104894.20418     12615.29802
 2451        92.61174    104919.68222     12862.74150
 2452        94.39160    104945.65490     13109.94450
 2453        96.16971    104972.12175     13356.90427
 2454        97.94605    104999.08227     13603.61808
 2455        99.72060    105026.53597     13850.08323
 2456       101.49334    105054.48235     14096.29700
 2457       103.26425    105082.92091     14342.25670
 2458       105.03331    105111.85112     14587.95965
 2459       106.80050    105141.27249     14833.40319
 2460       108.56581    105171.18448     15078.58465
 2461       110.32921    105201.58656     15323.50139
 2462       112.09069    105232.47821     15568.15078
 2463       113.85022    105263.85889     15812.53020
 2464       115.60779    105295.72806     16056.63703
 2465       117.36337    105328.08517     16300.46869
 2466       119.11696    105360.92966     16544.02260
 2467       120.86853    105394.26098     16787.29617
 2468       122.61807    105428.07856     17030.28687
 2469       124.36554    105462.38184     17272.99213
 2470       126.11095    105497.17024     17515.40944
 2471       127.85426    105532.44319     17757.53626
 2472       129.59546    105568.20009     17999.37011
 2473       131.33454    105604.44037     18240.90849
 2474       133.07147    105641.16343     18482.14892
 2475       134.80624    105678.36867     18723.08893
 2476       136.53883    105716.05548     18963.72608
 2477       138.26922    105754.22327     19204.05793
 2478       139.99739    105792.87141     19444.08206
 2479       141.72333    105831.99928     19683.79605
 2480       143.44702    105871.60628     19923.19751
 2481       145.16845    105911.69176     20162.28407
 2482       146.88758    105952.25510     20401.05335
 2483       148.60442    105993.29565     20639.50300
 2484       150.31894    106034.81279     20877.63068
 2485       152.02720    106076.80531     21070.08746
 2486       153.71233    106119.26913     21064.25952
 2487       155.37510    106162.19794     21058.69604
 2488       157.01621    106205.58562     21053.37930
 2489       158.63631    106249.42625     21048.29312
 2490       160.23605    106293.71408     21043.42272
 2491       161.81601    106338.44353     21038.75455
 2492       163.37677    106383.60919     21034.27618
 2493       164.91886    106429.20581     21029.97618
 2494       166.44279    106475.22826     21025.84402
 2495       167.94906    106521.67157     21021.86999
 2496       169.43812    106568.53090     21018.04512
 2497       170.91043    106615.80153     21014.36109
 2498       172.36639    106663.47887     21010.81020
 2499       173.80643    106711.55843     21007.38532
 2500       175.23092    106760.03583     21004.07980
 2501       176.64023    106808.90683     21000.88745
 2502       178.03472    106858.16724     20997.80252
 2503       179.41472    106907.81299     20994.81962
 2504       180.78058    106957.84012     20991.93375
 2505       182.13259    107008.24472     20989.14020
 2506       183.47105    107059.02301     20986.43457
 2507       184.79627    107110.17124     20983.81276
 2508       186.10851    107161.68580     20981.27088
 2509       187.40804    107213.56309     20978.80530
 2510       188.69512    107265.79964     20976.41263
 2511       189.97000    107318.39202     20974.08963
 2512       191.23292    107371.33687     20971.83330
 2513       192.48411    107424.63090     20969.64076
 2514       193.72379    107478.27089     20967.50934
 2515       194.95219    107532.25366     20965.43650
 2516       196.16950    107586.57612     20963.41982
 2517       197.37593    107641.23521     20961.45704
 2518       198.57167    107696.22793     20959.54602
 2519       199.75692    107751.55135     20957.68470
 2520       200.93185    107807.20256     20955.87117
 2521       202.09665    107863.17875     20954.10359
 2522       203.25148    107919.47710     20952.38022
 2523       204.39651    107976.09488     20950.69941
 2524       205.53191    108033.02938     20949.05959
 2525       206.65782    108090.27795     20947.45927
 2526       207.77440    108147.83798     20945.89702
 2527       208.88181    108205.70690     20944.37150
 2528       209.98017    108263.88218     20942.88141
 2529       211.06964    108322.36132     20941.42552
 2530       212.15034    108381.14187     20940.00266
 2531       213.22241    108440.22142     20938.61171
 2532       214.28598    108499.59759     20937.25161
 2533       215.34118    108559.26802     20935.92132
 2534       216.38811    108619.23043     20934.61987
 2535       217.42691    108679.48251     20933.34634
 2536       218.45769    108740.02204     20932.09981
 2537       219.48055    108800.84680     20930.87944
 2538       220.49562    108861.95460     20929.68441
 2539       221.50299    108923.34329     20928.51393
 2540       222.50277    108985.01076     20927.36725
 2541       223.49506    109046.95490     20926.24364
 2542       224.47997    109109.17366     20925.14241
 2543       225.45759    109171.66498     20924.06290
 2544       226.42800    109234.42687     20923.00446
 2545       227.39132    109297.45733     20921.96649
 2546       228.34762    109360.75441     20920.94838
 2547       229.29699    109424.31616     20919.94958
 2548       230.23952    109488.14067     20918.96953
 2549       231.17530    109552.22606     20918.00771
 2550       232.10441    109616.57047     20917.06361
 2551       233.02692    109681.17204     20916.13675
 2552       233.94292    109746.02896     20915.22666
 2553       234.85249    109811.13944     20914.33288
 2554       235.75569    109876.50168     20913.45497
 2555       236.65261    109942.11395     20912.59253
 2556       237.54332    110007.97449     20911.74513
 2557       238.42788    110074.08160     20910.91240
 2558       239.30637    110140.43358     20910.09394
 2559       240.17885    110207.02875     20909.28941
 2560       241.04540    110273.86545     20908.49843
 2561       241.90607    110340.94205     20907.72068
 2562       242.76094    110408.25691     20906.95583
 2563       243.61006    110475.80844     20906.20354
 2564       244.45350    110543.59505     20905.46353
 2565       245.29132    110611.61516     20904.73549
 2566       246.12357    110679.86723     20904.01912
 2567       246.95032    110748.34971     20903.31416
 2568       247.77162    110817.06109     20902.62034
 2569       248.58753    110885.99987     20901.93738
 2570       249.39811    110955.16454     20901.26504
 2571       250.20340    111024.55364     20900.60308
 2572       251.00347    111094.16570     20899.95125
 2573       251.79836    111163.99929     20899.30933
 2574       252.58812    111234.05296     20898.67708
 2575       253.37281    111304.32532     20898.05430
 2576       254.15248    111374.81494     20897.44078
 2577       254.92717    111445.52045     20896.83631
 2578       255.69694    111516.44047     20896.24069
 2579       256.46183    111587.57363     20895.65372
 2580       257.22188    111658.91859     20895.07524
 2581       257.97715    111730.47401     20894.50504
 2582       258.72767    111802.23857     20893.94296
 2583       259.47349    111874.21095     20893.38883
 2584       260.21466    111946.38986     20892.84248
 2585       260.95122    112018.77401     20892.30374
 2586       261.68321    112091.36213     20891.77247
 2587       262.41067    112164.15294     20891.24850
 2588       263.13365    112237.14521     20890.73170
 2589       263.85217    112310.33769     20890.22191
 2590       264.56629    112383.72914     20889.71899
 2591       265.27604    112457.31835     20889.22281
 2592       265.98146    112531.10412     20888.73324
 2593       266.68259    112605.08523     20888.25014
 2594       267.37947    112679.26052     20887.77339
 2595       268.07212    112753.62880     20887.30287
